complaint_id,date_complaint,date_resolved,category,zone,priority,department,citizen_satisfaction,complaint_text,resolution_delay,severity_score,complaint_month,complaint_month_name,complaint_day_of_week,complaint_week
CMP003065,2024-03-06,2024-04-03,Water Supply,West Zone,High,Water Department,3,Water supply irregular in West Zone,28,3,3,March,Wednesday,10
CMP003066,2024-09-04,2024-09-14,Garbage Collection,West Zone,Low,Sanitation Department,2,Missed garbage pickup in West Zone,10,1,9,September,Wednesday,36
CMP003067,2024-06-04,2024-06-20,Road Damage,East Zone,Low,Roads Department,2,Large pothole on main road in East Zone,16,1,6,June,Tuesday,23
CMP003068,2024-02-16,2024-02-28,Drainage Problem,West Zone,Medium,Drainage Department,4,Drainage pipe broken in West Zone,12,2,2,February,Friday,7
CMP003069,2024-07-19,2024-08-08,Water Supply,East Zone,Low,Water Department,2,Water supply irregular in East Zone,20,1,7,July,Friday,29
CMP003070,2024-05-27,2024-06-01,Water Supply,West Zone,Low,Water Department,4,No water since morning in West Zone,5,1,5,May,Monday,22
CMP003071,2024-05-03,2024-05-05,Water Supply,West Zone,Medium,Water Department,5,No water since morning in West Zone,2,2,5,May,Friday,18
CMP003072,2024-01-01,2024-01-11,Road Damage,West Zone,High,Roads Department,4,Road cracking in West Zone,10,3,1,January,Monday,1
CMP003073,2024-09-03,2024-09-04,Garbage Collection,West Zone,High,Sanitation Department,5,Overflowing trash bins in West Zone,1,3,9,September,Tuesday,36
CMP003074,2024-12-08,2024-12-15,Traffic Congestion,North Zone,Low,Traffic Department,4,Signal not working in North Zone,7,1,12,December,Sunday,49
CMP003075,2024-05-07,2024-06-02,Water Supply,North Zone,Medium,Water Department,1,Low water pressure in North Zone,26,2,5,May,Tuesday,19
CMP003076,2024-07-09,2024-07-26,Street Light Failure,West Zone,Low,Electricity Department,1,Dark area at night in West Zone,17,1,7,July,Tuesday,28
CMP003077,2024-03-07,2024-03-23,Road Damage,South Zone,Low,Roads Department,2,Road cracking in South Zone,16,1,3,March,Thursday,10
CMP003078,2024-01-04,2024-01-31,Road Damage,East Zone,High,Roads Department,3,Large pothole on main road in East Zone,27,3,1,January,Thursday,1
CMP003079,2024-10-29,2024-11-25,Garbage Collection,East Zone,High,Sanitation Department,2,Missed garbage pickup in East Zone,27,3,10,October,Tuesday,44
CMP003080,2024-10-20,2024-11-13,Traffic Congestion,North Zone,Low,Traffic Department,2,Heavy traffic jam in North Zone,24,1,10,October,Sunday,42
CMP003081,2024-05-22,2024-05-25,Garbage Collection,North Zone,Low,Sanitation Department,5,Garbage not collected for 3 days in North Zone,3,1,5,May,Wednesday,21
CMP003082,2024-07-09,2024-07-23,Garbage Collection,West Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in West Zone,14,1,7,July,Tuesday,28
CMP003083,2024-01-21,2024-01-31,Road Damage,West Zone,Medium,Roads Department,4,Road cracking in West Zone,10,2,1,January,Sunday,3
CMP003084,2024-08-14,2024-09-05,Street Light Failure,East Zone,High,Electricity Department,2,Street light not working for a week in East Zone,22,3,8,August,Wednesday,33
CMP003085,2024-11-08,2024-11-15,Garbage Collection,Central Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in Central Zone,7,1,11,November,Friday,45
CMP003086,2024-04-26,2024-05-22,Garbage Collection,North Zone,Low,Sanitation Department,1,Garbage not collected for 3 days in North Zone,26,1,4,April,Friday,17
CMP003087,2024-10-28,2024-11-14,Traffic Congestion,South Zone,Low,Traffic Department,2,Signal not working in South Zone,17,1,10,October,Monday,44
CMP003088,2024-05-21,2024-05-27,Traffic Congestion,West Zone,Low,Traffic Department,4,Road blocked due to congestion in West Zone,6,1,5,May,Tuesday,21
CMP003089,2024-02-08,2024-03-02,Garbage Collection,West Zone,Medium,Sanitation Department,1,Overflowing trash bins in West Zone,23,2,2,February,Thursday,6
CMP003090,2024-12-20,2025-01-11,Street Light Failure,East Zone,High,Electricity Department,2,Street light not working for a week in East Zone,22,3,12,December,Friday,51
CMP003091,2024-09-08,2024-09-12,Water Supply,Central Zone,Low,Water Department,4,No water since morning in Central Zone,4,1,9,September,Sunday,36
CMP003092,2024-11-28,2024-12-15,Street Light Failure,Central Zone,Low,Electricity Department,3,Faulty street lamp in Central Zone,17,1,11,November,Thursday,48
CMP003093,2024-07-25,2024-08-21,Drainage Problem,North Zone,Low,Drainage Department,1,Drainage pipe broken in North Zone,27,1,7,July,Thursday,30
CMP003094,2024-07-28,2024-08-06,Garbage Collection,North Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in North Zone,9,1,7,July,Sunday,30
CMP003095,2024-04-24,2024-04-28,Traffic Congestion,West Zone,Low,Traffic Department,5,Heavy traffic jam in West Zone,4,1,4,April,Wednesday,17
CMP003096,2024-08-12,2024-08-19,Road Damage,South Zone,Medium,Roads Department,4,Uneven road surface in South Zone,7,2,8,August,Monday,33
CMP003097,2024-05-13,2024-06-05,Road Damage,North Zone,Low,Roads Department,3,Road cracking in North Zone,23,1,5,May,Monday,20
CMP003098,2024-09-07,2024-09-09,Street Light Failure,West Zone,Low,Electricity Department,5,Dark area at night in West Zone,2,1,9,September,Saturday,36
CMP003099,2024-08-06,2024-08-23,Drainage Problem,East Zone,Medium,Drainage Department,3,Sewage overflow in East Zone,17,2,8,August,Tuesday,32
CMP003100,2024-03-31,2024-04-24,Garbage Collection,East Zone,Low,Sanitation Department,2,Missed garbage pickup in East Zone,24,1,3,March,Sunday,13
CMP003101,2024-12-19,2024-12-27,Garbage Collection,North Zone,Medium,Sanitation Department,2,Garbage not collected for 3 days in North Zone,8,2,12,December,Thursday,51
CMP003102,2024-02-15,2024-03-09,Garbage Collection,West Zone,Medium,Sanitation Department,2,Overflowing trash bins in West Zone,23,2,2,February,Thursday,7
CMP003103,2024-02-07,2024-02-22,Public Safety,East Zone,High,Police Department,2,Unsafe area at night in East Zone,15,3,2,February,Wednesday,6
CMP003104,2024-05-21,2024-06-05,Street Light Failure,North Zone,Low,Electricity Department,2,Street light not working for a week in North Zone,15,1,5,May,Tuesday,21
CMP003105,2024-04-09,2024-04-17,Street Light Failure,South Zone,Medium,Electricity Department,3,Dark area at night in South Zone,8,2,4,April,Tuesday,15
CMP003106,2024-11-23,2024-12-09,Garbage Collection,East Zone,Low,Sanitation Department,1,Missed garbage pickup in East Zone,16,1,11,November,Saturday,47
CMP003107,2024-07-08,2024-07-27,Drainage Problem,Central Zone,High,Drainage Department,2,Sewage overflow in Central Zone,19,3,7,July,Monday,28
CMP003108,2024-02-04,2024-02-15,Traffic Congestion,Central Zone,Medium,Traffic Department,4,Heavy traffic jam in Central Zone,11,2,2,February,Sunday,5
CMP003109,2024-05-26,2024-05-28,Street Light Failure,South Zone,Low,Electricity Department,4,Dark area at night in South Zone,2,1,5,May,Sunday,21
CMP003110,2024-01-30,2024-02-22,Water Supply,West Zone,Low,Water Department,2,Water supply irregular in West Zone,23,1,1,January,Tuesday,5
CMP003111,2024-11-29,2024-12-23,Garbage Collection,West Zone,High,Sanitation Department,1,Garbage not collected for 3 days in West Zone,24,3,11,November,Friday,48
CMP003112,2024-03-24,2024-04-10,Road Damage,West Zone,High,Roads Department,2,Road cracking in West Zone,17,3,3,March,Sunday,12
CMP003113,2024-10-07,2024-11-04,Street Light Failure,East Zone,High,Electricity Department,3,Dark area at night in East Zone,28,3,10,October,Monday,41
CMP003114,2024-12-09,2025-01-04,Garbage Collection,North Zone,High,Sanitation Department,2,Missed garbage pickup in North Zone,26,3,12,December,Monday,50
CMP003115,2024-09-26,2024-10-12,Street Light Failure,West Zone,High,Electricity Department,1,Street light not working for a week in West Zone,16,3,9,September,Thursday,39
CMP003116,2024-06-02,2024-06-27,Water Supply,North Zone,Medium,Water Department,1,No water since morning in North Zone,25,2,6,June,Sunday,22
CMP003117,2024-04-11,2024-04-26,Traffic Congestion,North Zone,Low,Traffic Department,2,Road blocked due to congestion in North Zone,15,1,4,April,Thursday,15
CMP003118,2024-08-02,2024-08-15,Road Damage,West Zone,Low,Roads Department,3,Uneven road surface in West Zone,13,1,8,August,Friday,31
CMP003119,2024-05-29,2024-06-13,Garbage Collection,Central Zone,Medium,Sanitation Department,2,Overflowing trash bins in Central Zone,15,2,5,May,Wednesday,22
CMP003120,2024-03-23,2024-04-19,Road Damage,South Zone,Low,Roads Department,3,Uneven road surface in South Zone,27,1,3,March,Saturday,12
CMP003121,2024-04-19,2024-04-23,Water Supply,West Zone,Medium,Water Department,5,No water since morning in West Zone,4,2,4,April,Friday,16
CMP003122,2024-10-01,2024-10-17,Garbage Collection,South Zone,Low,Sanitation Department,1,Overflowing trash bins in South Zone,16,1,10,October,Tuesday,40
CMP003123,2024-07-19,2024-07-31,Drainage Problem,Central Zone,Medium,Drainage Department,2,Drainage pipe broken in Central Zone,12,2,7,July,Friday,29
CMP003124,2024-10-10,2024-10-14,Garbage Collection,East Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in East Zone,4,1,10,October,Thursday,41
CMP003125,2024-06-21,2024-06-24,Water Supply,North Zone,Low,Water Department,5,Water supply irregular in North Zone,3,1,6,June,Friday,25
CMP003126,2024-11-22,2024-12-14,Garbage Collection,South Zone,Low,Sanitation Department,2,Overflowing trash bins in South Zone,22,1,11,November,Friday,47
CMP003127,2024-07-24,2024-08-10,Garbage Collection,East Zone,Low,Sanitation Department,2,Missed garbage pickup in East Zone,17,1,7,July,Wednesday,30
CMP003128,2024-03-03,2024-03-25,Water Supply,North Zone,High,Water Department,1,Low water pressure in North Zone,22,3,3,March,Sunday,9
CMP003129,2024-03-13,2024-03-31,Garbage Collection,North Zone,Medium,Sanitation Department,3,Garbage not collected for 3 days in North Zone,18,2,3,March,Wednesday,11
CMP003130,2024-09-07,2024-10-02,Road Damage,West Zone,High,Roads Department,2,Uneven road surface in West Zone,25,3,9,September,Saturday,36
CMP003131,2024-05-03,2024-05-21,Garbage Collection,East Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in East Zone,18,1,5,May,Friday,18
CMP003132,2024-04-30,2024-05-23,Street Light Failure,West Zone,Low,Electricity Department,2,Street light not working for a week in West Zone,23,1,4,April,Tuesday,18
CMP003133,2024-10-01,2024-10-29,Garbage Collection,North Zone,Low,Sanitation Department,2,Overflowing trash bins in North Zone,28,1,10,October,Tuesday,40
CMP003134,2024-04-29,2024-05-16,Garbage Collection,West Zone,Low,Sanitation Department,1,Overflowing trash bins in West Zone,17,1,4,April,Monday,18
CMP003135,2024-11-12,2024-11-24,Water Supply,East Zone,Low,Water Department,4,No water since morning in East Zone,12,1,11,November,Tuesday,46
CMP003136,2024-06-12,2024-07-05,Drainage Problem,North Zone,Low,Drainage Department,1,Sewage overflow in North Zone,23,1,6,June,Wednesday,24
CMP003137,2024-10-12,2024-11-02,Street Light Failure,East Zone,High,Electricity Department,2,Street light not working for a week in East Zone,21,3,10,October,Saturday,41
CMP003138,2024-09-21,2024-10-15,Traffic Congestion,North Zone,High,Traffic Department,1,Road blocked due to congestion in North Zone,24,3,9,September,Saturday,38
CMP003139,2024-11-15,2024-11-19,Garbage Collection,West Zone,High,Sanitation Department,3,Overflowing trash bins in West Zone,4,3,11,November,Friday,46
CMP003140,2024-06-09,2024-06-21,Drainage Problem,West Zone,High,Drainage Department,2,Drainage pipe broken in West Zone,12,3,6,June,Sunday,23
CMP003141,2024-11-03,2024-11-29,Garbage Collection,East Zone,Low,Sanitation Department,1,Missed garbage pickup in East Zone,26,1,11,November,Sunday,44
CMP003142,2024-03-29,2024-04-21,Garbage Collection,North Zone,Medium,Sanitation Department,2,Overflowing trash bins in North Zone,23,2,3,March,Friday,13
CMP003143,2024-05-21,2024-06-12,Street Light Failure,South Zone,Low,Electricity Department,3,Street light not working for a week in South Zone,22,1,5,May,Tuesday,21
CMP003144,2024-07-21,2024-08-11,Water Supply,East Zone,Low,Water Department,2,No water since morning in East Zone,21,1,7,July,Sunday,29
CMP003145,2024-11-04,2024-11-24,Public Safety,West Zone,Medium,Police Department,2,Suspicious activity in West Zone,20,2,11,November,Monday,45
CMP003146,2024-08-14,2024-08-29,Garbage Collection,North Zone,High,Sanitation Department,1,Overflowing trash bins in North Zone,15,3,8,August,Wednesday,33
CMP003147,2024-11-29,2024-12-22,Public Safety,North Zone,Medium,Police Department,2,Missing street signs in North Zone,23,2,11,November,Friday,48
CMP003148,2024-08-09,2024-09-06,Street Light Failure,South Zone,High,Electricity Department,1,Street light not working for a week in South Zone,28,3,8,August,Friday,32
CMP003149,2024-02-10,2024-02-26,Road Damage,East Zone,Low,Roads Department,1,Uneven road surface in East Zone,16,1,2,February,Saturday,6
CMP003150,2024-07-14,2024-07-19,Garbage Collection,North Zone,Low,Sanitation Department,3,Missed garbage pickup in North Zone,5,1,7,July,Sunday,28
CMP003151,2024-03-08,2024-03-29,Garbage Collection,East Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in East Zone,21,1,3,March,Friday,10
CMP003152,2024-09-20,2024-10-05,Drainage Problem,South Zone,High,Drainage Department,1,Sewage overflow in South Zone,15,3,9,September,Friday,38
CMP003153,2024-01-02,2024-01-19,Water Supply,East Zone,High,Water Department,3,Low water pressure in East Zone,17,3,1,January,Tuesday,1
CMP003154,2024-12-26,2025-01-13,Street Light Failure,South Zone,Medium,Electricity Department,2,Street light not working for a week in South Zone,18,2,12,December,Thursday,52
CMP003155,2024-05-04,2024-05-09,Public Safety,West Zone,Low,Police Department,5,Unsafe area at night in West Zone,5,1,5,May,Saturday,18
CMP003156,2024-04-19,2024-05-02,Garbage Collection,North Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in North Zone,13,1,4,April,Friday,16
CMP003157,2024-03-26,2024-04-14,Road Damage,North Zone,Low,Roads Department,2,Large pothole on main road in North Zone,19,1,3,March,Tuesday,13
CMP003158,2024-04-29,2024-05-12,Street Light Failure,East Zone,High,Electricity Department,4,Street light not working for a week in East Zone,13,3,4,April,Monday,18
CMP003159,2024-05-06,2024-05-24,Garbage Collection,South Zone,Low,Sanitation Department,1,Missed garbage pickup in South Zone,18,1,5,May,Monday,19
CMP003160,2024-09-11,2024-09-25,Garbage Collection,South Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in South Zone,14,1,9,September,Wednesday,37
CMP003161,2024-07-01,2024-07-05,Water Supply,West Zone,Low,Water Department,4,Water supply irregular in West Zone,4,1,7,July,Monday,27
CMP003162,2024-01-16,2024-01-20,Water Supply,Central Zone,High,Water Department,4,Low water pressure in Central Zone,4,3,1,January,Tuesday,3
CMP003163,2024-03-02,2024-03-22,Street Light Failure,South Zone,Medium,Electricity Department,2,Faulty street lamp in South Zone,20,2,3,March,Saturday,9
CMP003164,2024-06-06,2024-06-26,Garbage Collection,West Zone,Medium,Sanitation Department,3,Missed garbage pickup in West Zone,20,2,6,June,Thursday,23
CMP003165,2024-09-24,2024-10-13,Public Safety,East Zone,Low,Police Department,3,Suspicious activity in East Zone,19,1,9,September,Tuesday,39
CMP003166,2024-02-04,2024-02-17,Garbage Collection,South Zone,Low,Sanitation Department,2,Overflowing trash bins in South Zone,13,1,2,February,Sunday,5
CMP003167,2024-09-23,2024-10-05,Road Damage,Central Zone,Low,Roads Department,3,Large pothole on main road in Central Zone,12,1,9,September,Monday,39
CMP003168,2024-03-04,2024-03-11,Road Damage,West Zone,High,Roads Department,5,Uneven road surface in West Zone,7,3,3,March,Monday,10
CMP003169,2024-02-19,2024-03-15,Garbage Collection,Central Zone,High,Sanitation Department,2,Missed garbage pickup in Central Zone,25,3,2,February,Monday,8
CMP003170,2024-09-11,2024-09-23,Garbage Collection,North Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in North Zone,12,1,9,September,Wednesday,37
CMP003171,2024-05-28,2024-06-18,Traffic Congestion,North Zone,Low,Traffic Department,2,Road blocked due to congestion in North Zone,21,1,5,May,Tuesday,22
CMP003172,2024-11-20,2024-11-24,Drainage Problem,East Zone,High,Drainage Department,5,Drainage pipe broken in East Zone,4,3,11,November,Wednesday,47
CMP003173,2024-10-30,2024-11-26,Water Supply,West Zone,Medium,Water Department,2,Water supply irregular in West Zone,27,2,10,October,Wednesday,44
CMP003174,2024-10-02,2024-10-04,Water Supply,North Zone,Low,Water Department,5,Water supply irregular in North Zone,2,1,10,October,Wednesday,40
CMP003175,2024-12-22,2024-12-24,Water Supply,Central Zone,Low,Water Department,5,Low water pressure in Central Zone,2,1,12,December,Sunday,51
CMP003176,2024-06-20,2024-06-25,Garbage Collection,East Zone,Medium,Sanitation Department,4,Garbage not collected for 3 days in East Zone,5,2,6,June,Thursday,25
