complaint_id,date_complaint,date_resolved,category,zone,department,priority,citizen_satisfaction,resolution_delay
C02566,2024-11-15,2024-11-19,Water,South,Roads Dept,High,1,4
C02567,2024-05-17,2024-06-02,Garbage,West,Water Dept,Low,4,16
C02568,2024-02-07,2024-03-02,Lights,South,Drainage Dept,Low,4,24
C02569,2024-04-20,2024-05-19,Garbage,Central,Drainage Dept,Low,4,29
C02570,2024-08-07,2024-08-29,Lights,East,Safety Dept,High,3,22
C02571,2024-12-02,2024-12-03,Garbage,Central,Safety Dept,High,5,1
C02572,2024-08-10,2024-08-27,Lights,South,Roads Dept,Low,2,17
C02573,2024-05-15,2024-06-09,Garbage,East,Drainage Dept,Medium,3,25
C02574,2024-09-12,2024-09-22,Safety,North,Electric Dept,Medium,5,10
C02575,2024-12-25,2025-01-16,Lights,North,Electric Dept,Low,2,22
C02576,2024-11-24,2024-12-10,Drainage,Central,Roads Dept,Low,3,16
C02577,2024-02-18,2024-03-05,Garbage,East,Water Dept,Medium,3,16
C02578,2024-10-18,2024-11-13,Water,Central,Safety Dept,Low,1,26
C02579,2024-11-19,2024-11-27,Traffic,East,Roads Dept,Low,3,8
C02580,2024-03-18,2024-04-16,Drainage,East,Drainage Dept,Low,4,29
C02581,2024-04-14,2024-04-21,Drainage,Central,Roads Dept,Medium,3,7
C02582,2024-06-17,2024-07-15,Garbage,East,Drainage Dept,High,4,28
C02583,2024-08-04,2024-08-10,Traffic,South,Safety Dept,Medium,5,6
C02584,2024-04-28,2024-05-14,Water,East,Electric Dept,Low,5,16
C02585,2024-07-08,2024-07-28,Drainage,East,Roads Dept,Low,4,20
C02586,2024-09-11,2024-09-27,Water,Central,Safety Dept,Medium,1,16
C02587,2024-09-22,2024-09-29,Lights,North,Safety Dept,Low,1,7
C02588,2024-05-28,2024-06-06,Safety,West,Traffic Dept,Medium,5,9
C02589,2024-06-12,2024-06-26,Traffic,East,Drainage Dept,Low,3,14
C02590,2024-05-19,2024-05-30,Safety,West,Traffic Dept,Medium,5,11
C02591,2024-12-12,2025-01-07,Road,East,Electric Dept,High,5,26
C02592,2024-09-14,2024-10-10,Lights,Central,Safety Dept,High,4,26
C02593,2024-09-25,2024-10-09,Traffic,Central,Safety Dept,Low,1,14
C02594,2024-06-29,2024-07-06,Garbage,East,Water Dept,Medium,4,7
C02595,2024-06-08,2024-06-09,Safety,Central,Drainage Dept,Low,5,1
C02596,2024-12-16,2025-01-11,Garbage,Central,Water Dept,Medium,2,26
C02597,2024-10-14,2024-11-08,Water,East,Electric Dept,Low,3,25
C02598,2024-10-14,2024-10-27,Drainage,North,Water Dept,Medium,5,13
C02599,2024-08-13,2024-09-02,Safety,East,Safety Dept,Low,4,20
C02600,2024-01-11,2024-01-14,Road,North,Drainage Dept,High,2,3
C02601,2024-01-10,2024-01-30,Garbage,Central,Sanitation,Medium,2,20
C02602,2024-09-27,2024-10-01,Traffic,North,Drainage Dept,Low,5,4
C02603,2024-09-29,2024-10-28,Safety,Central,Drainage Dept,High,1,29
C02604,2024-07-01,2024-07-27,Safety,North,Traffic Dept,Low,2,26
C02605,2024-06-01,2024-06-12,Drainage,North,Sanitation,High,3,11
C02606,2024-11-10,2024-11-12,Drainage,East,Sanitation,Medium,4,2
C02607,2024-11-29,2024-12-13,Traffic,North,Sanitation,High,4,14
C02608,2024-05-03,2024-05-15,Drainage,Central,Drainage Dept,Low,4,12
C02609,2024-04-23,2024-05-10,Garbage,East,Electric Dept,Low,5,17
C02610,2024-10-04,2024-10-16,Traffic,North,Sanitation,Medium,4,12
C02611,2024-07-31,2024-08-26,Traffic,East,Roads Dept,High,4,26
C02612,2024-06-20,2024-07-02,Water,West,Water Dept,Low,3,12
C02613,2024-10-14,2024-10-15,Road,East,Electric Dept,Low,1,1
C02614,2024-06-22,2024-07-05,Safety,West,Roads Dept,Low,5,13
C02615,2024-04-22,2024-05-06,Water,West,Drainage Dept,High,5,14
C02616,2024-05-01,2024-05-25,Road,East,Drainage Dept,Medium,4,24
C02617,2024-02-01,2024-02-03,Traffic,Central,Roads Dept,Low,3,2
C02618,2024-08-09,2024-08-21,Safety,Central,Traffic Dept,Low,2,12
C02619,2024-04-28,2024-05-24,Drainage,Central,Traffic Dept,Medium,4,26
C02620,2024-02-08,2024-02-29,Road,South,Roads Dept,Low,4,21
C02621,2024-09-24,2024-10-22,Traffic,West,Traffic Dept,Medium,5,28
C02622,2024-08-20,2024-09-05,Traffic,East,Water Dept,Low,5,16
C02623,2024-01-18,2024-01-22,Water,Central,Water Dept,Medium,4,4
C02624,2024-05-28,2024-06-05,Water,Central,Drainage Dept,High,5,8
C02625,2024-05-28,2024-05-30,Drainage,East,Traffic Dept,Medium,3,2
C02626,2024-05-05,2024-05-15,Lights,West,Sanitation,Low,2,10
C02627,2024-10-28,2024-11-06,Garbage,East,Roads Dept,Medium,2,9
C02628,2024-12-25,2025-01-17,Lights,South,Water Dept,Low,2,23
C02629,2024-08-25,2024-09-09,Lights,South,Safety Dept,High,4,15
C02630,2024-05-14,2024-05-27,Safety,East,Traffic Dept,Low,4,13
C02631,2024-05-30,2024-06-22,Safety,West,Safety Dept,High,4,23
C02632,2024-08-23,2024-09-09,Drainage,Central,Traffic Dept,Low,3,17
C02633,2024-08-11,2024-08-27,Safety,South,Water Dept,Low,2,16
C02634,2024-07-21,2024-08-18,Road,South,Water Dept,Low,5,28
C02635,2024-09-12,2024-09-14,Drainage,West,Sanitation,High,5,2
C02636,2024-03-26,2024-04-15,Drainage,South,Traffic Dept,High,1,20
C02637,2024-05-29,2024-06-18,Traffic,South,Traffic Dept,Low,1,20
C02638,2024-08-22,2024-09-18,Traffic,West,Electric Dept,Low,5,27
C02639,2024-12-10,2024-12-24,Traffic,East,Drainage Dept,Low,2,14
C02640,2024-01-22,2024-01-25,Garbage,Central,Sanitation,Low,4,3
C02641,2024-12-13,2025-01-05,Road,Central,Water Dept,Medium,5,23
C02642,2024-10-11,2024-10-23,Road,South,Safety Dept,Low,5,12
C02643,2024-09-25,2024-10-03,Traffic,Central,Water Dept,Medium,1,8
C02644,2024-09-14,2024-09-16,Lights,East,Roads Dept,Medium,2,2
C02645,2024-01-29,2024-02-02,Garbage,South,Drainage Dept,Medium,5,4
C02646,2024-07-31,2024-08-14,Lights,Central,Water Dept,High,4,14
C02647,2024-10-09,2024-10-25,Water,North,Traffic Dept,Low,4,16
C02648,2024-02-19,2024-03-09,Road,North,Water Dept,Low,3,19
C02649,2024-04-04,2024-04-06,Road,North,Traffic Dept,Medium,4,2
C02650,2024-03-28,2024-04-09,Lights,North,Traffic Dept,Low,5,12
C02651,2024-02-13,2024-03-13,Garbage,North,Sanitation,Low,5,29
C02652,2024-10-04,2024-10-18,Road,South,Water Dept,High,4,14
C02653,2024-06-19,2024-06-25,Lights,West,Sanitation,Medium,1,6
C02654,2024-07-07,2024-07-20,Drainage,West,Safety Dept,Low,2,13
C02655,2024-12-18,2024-12-22,Drainage,South,Safety Dept,Medium,5,4
C02656,2024-07-02,2024-07-24,Safety,South,Drainage Dept,Low,4,22
C02657,2024-01-03,2024-01-21,Garbage,East,Traffic Dept,High,4,18
C02658,2024-07-09,2024-07-21,Lights,West,Safety Dept,Low,5,12
C02659,2024-04-27,2024-05-17,Safety,North,Drainage Dept,Medium,3,20
C02660,2024-01-19,2024-02-15,Drainage,South,Water Dept,Medium,2,27
C02661,2024-01-23,2024-02-14,Garbage,North,Drainage Dept,Low,5,22
C02662,2024-01-30,2024-02-20,Safety,West,Drainage Dept,Medium,4,21
C02663,2024-10-21,2024-11-09,Traffic,Central,Water Dept,High,3,19
C02664,2024-04-17,2024-04-25,Garbage,Central,Sanitation,Medium,5,8
C02665,2024-10-07,2024-10-14,Water,South,Sanitation,Low,2,7
C02666,2024-05-07,2024-05-23,Traffic,East,Traffic Dept,Medium,3,16
C02667,2024-08-16,2024-09-04,Safety,North,Traffic Dept,High,4,19
C02668,2024-04-20,2024-04-26,Lights,South,Water Dept,Low,1,6
C02669,2024-05-15,2024-06-04,Traffic,East,Water Dept,Medium,2,20
C02670,2024-12-27,2025-01-23,Traffic,North,Electric Dept,Low,3,27
C02671,2024-07-04,2024-07-25,Safety,West,Electric Dept,Low,5,21
C02672,2024-05-23,2024-06-03,Lights,Central,Roads Dept,Low,5,11
C02673,2024-03-12,2024-03-17,Lights,East,Safety Dept,High,3,5
C02674,2024-05-08,2024-05-24,Drainage,North,Traffic Dept,Medium,5,16
C02675,2024-12-29,2025-01-05,Water,South,Drainage Dept,Low,3,7
C02676,2024-09-17,2024-10-14,Lights,North,Safety Dept,High,2,27
C02677,2024-01-03,2024-01-08,Road,South,Roads Dept,Medium,5,5
C02678,2024-04-13,2024-04-24,Road,Central,Safety Dept,Medium,2,11
C02679,2024-08-11,2024-08-26,Water,Central,Roads Dept,Low,4,15
C02680,2024-11-15,2024-11-18,Garbage,North,Sanitation,High,4,3
C02681,2024-12-27,2025-01-22,Safety,North,Drainage Dept,Medium,4,26
C02682,2024-12-19,2024-12-24,Garbage,South,Sanitation,Medium,4,5
C02683,2024-01-10,2024-02-02,Road,South,Electric Dept,Low,5,23
C02684,2024-10-28,2024-11-18,Lights,East,Roads Dept,Low,3,21
C02685,2024-08-18,2024-08-23,Water,East,Safety Dept,Low,5,5
C02686,2024-08-06,2024-08-15,Garbage,East,Electric Dept,High,5,9
C02687,2024-03-06,2024-03-21,Garbage,North,Drainage Dept,Low,2,15
C02688,2024-04-21,2024-04-24,Safety,East,Drainage Dept,Medium,3,3
C02689,2024-01-13,2024-02-11,Traffic,North,Traffic Dept,Low,1,29
C02690,2024-03-26,2024-04-01,Road,Central,Water Dept,Low,1,6
C02691,2024-08-21,2024-09-07,Lights,West,Sanitation,Low,3,17
C02692,2024-03-30,2024-04-25,Water,Central,Traffic Dept,Medium,1,26
C02693,2024-11-09,2024-11-30,Garbage,North,Safety Dept,Medium,3,21
C02694,2024-02-23,2024-03-02,Safety,North,Traffic Dept,High,2,8
C02695,2024-01-12,2024-02-02,Traffic,West,Safety Dept,High,2,21
C02696,2024-07-27,2024-08-21,Road,South,Sanitation,Low,5,25
C02697,2024-01-14,2024-01-25,Road,South,Sanitation,High,1,11
C02698,2024-04-30,2024-05-06,Safety,South,Drainage Dept,Low,3,6
C02699,2024-01-20,2024-01-28,Water,East,Drainage Dept,High,2,8
C02700,2024-03-15,2024-03-25,Garbage,South,Roads Dept,Low,5,10
C02701,2024-08-30,2024-09-23,Water,East,Electric Dept,High,1,24
C02702,2024-08-10,2024-09-08,Safety,East,Drainage Dept,Low,1,29
C02703,2024-03-10,2024-03-13,Safety,South,Traffic Dept,Low,1,3
C02704,2024-11-07,2024-11-30,Water,South,Roads Dept,Low,2,23
C02705,2024-07-29,2024-08-12,Drainage,West,Safety Dept,Low,2,14
C02706,2024-04-10,2024-05-03,Traffic,West,Roads Dept,Low,1,23
C02707,2024-07-04,2024-07-18,Road,East,Traffic Dept,High,2,14
C02708,2024-05-11,2024-05-21,Drainage,West,Drainage Dept,Medium,1,10
C02709,2024-04-20,2024-05-02,Lights,East,Safety Dept,Low,4,12
C02710,2024-05-11,2024-05-17,Road,North,Traffic Dept,Low,2,6
C02711,2024-01-20,2024-02-01,Road,East,Water Dept,Low,3,12
C02712,2024-01-24,2024-02-16,Traffic,East,Drainage Dept,High,2,23
C02713,2024-08-14,2024-08-28,Lights,West,Electric Dept,Low,1,14
C02714,2024-06-02,2024-06-04,Garbage,North,Safety Dept,Medium,3,2
C02715,2024-10-19,2024-10-28,Lights,Central,Traffic Dept,Low,5,9
C02716,2024-08-17,2024-08-27,Garbage,Central,Drainage Dept,Low,3,10
C02717,2024-11-05,2024-12-01,Lights,Central,Sanitation,Low,3,26
C02718,2024-12-24,2025-01-10,Water,North,Water Dept,Low,2,17
C02719,2024-07-20,2024-08-06,Safety,South,Safety Dept,Low,3,17
C02720,2024-02-07,2024-02-10,Lights,North,Safety Dept,Low,3,3
C02721,2024-09-16,2024-10-05,Drainage,West,Electric Dept,Low,1,19
C02722,2024-07-06,2024-07-07,Drainage,East,Drainage Dept,Medium,2,1
C02723,2024-02-26,2024-03-09,Traffic,East,Sanitation,Low,1,12
C02724,2024-01-20,2024-01-27,Safety,West,Drainage Dept,Low,2,7
C02725,2024-09-29,2024-10-03,Safety,West,Sanitation,Low,5,4
C02726,2024-04-28,2024-05-08,Garbage,East,Electric Dept,High,3,10
C02727,2024-03-11,2024-03-24,Road,South,Water Dept,Medium,2,13
C02728,2024-01-04,2024-01-06,Traffic,South,Safety Dept,Medium,3,2
C02729,2024-08-08,2024-08-18,Drainage,South,Sanitation,Low,3,10
C02730,2024-01-14,2024-02-04,Drainage,West,Roads Dept,Low,4,21
C02731,2024-01-03,2024-01-25,Garbage,East,Electric Dept,Low,1,22
C02732,2024-08-03,2024-08-28,Drainage,East,Electric Dept,Low,2,25
C02733,2024-08-16,2024-08-20,Drainage,East,Traffic Dept,Medium,5,4
C02734,2024-12-01,2024-12-19,Garbage,North,Water Dept,High,4,18
C02735,2024-07-04,2024-07-09,Drainage,North,Roads Dept,High,1,5
C02736,2024-02-24,2024-03-14,Road,Central,Roads Dept,Low,5,19
C02737,2024-09-10,2024-09-12,Water,North,Traffic Dept,Low,5,2
C02738,2024-01-24,2024-02-05,Traffic,South,Sanitation,Low,3,12
C02739,2024-06-10,2024-06-27,Road,South,Sanitation,Low,1,17
C02740,2024-06-06,2024-06-16,Road,South,Roads Dept,High,4,10
C02741,2024-03-22,2024-03-24,Water,South,Water Dept,Low,2,2
C02742,2024-06-07,2024-06-13,Safety,Central,Sanitation,High,2,6
C02743,2024-07-06,2024-07-14,Traffic,South,Electric Dept,Medium,4,8
C02744,2024-02-29,2024-03-29,Road,West,Drainage Dept,Low,3,29
C02745,2024-10-31,2024-11-19,Drainage,West,Traffic Dept,Low,3,19
C02746,2024-11-14,2024-11-25,Water,West,Water Dept,Medium,5,11
C02747,2024-07-29,2024-08-23,Safety,North,Sanitation,Low,1,25
C02748,2024-05-31,2024-06-12,Traffic,East,Drainage Dept,Low,5,12
C02749,2024-04-18,2024-04-27,Lights,Central,Roads Dept,Low,2,9
C02750,2024-03-16,2024-03-18,Garbage,West,Traffic Dept,Low,4,2
C02751,2024-01-30,2024-02-07,Drainage,West,Sanitation,Medium,1,8
C02752,2024-11-09,2024-12-05,Water,South,Roads Dept,Low,4,26
C02753,2024-04-26,2024-05-07,Garbage,West,Sanitation,Medium,1,11
C02754,2024-12-21,2025-01-18,Safety,South,Traffic Dept,Medium,2,28
C02755,2024-07-10,2024-07-31,Safety,South,Electric Dept,Low,2,21
C02756,2024-01-19,2024-01-23,Lights,East,Safety Dept,Medium,1,4
C02757,2024-06-21,2024-07-01,Road,North,Electric Dept,Low,3,10
C02758,2024-08-15,2024-09-05,Road,South,Safety Dept,Medium,1,21
C02759,2024-12-15,2025-01-04,Traffic,South,Drainage Dept,Low,2,20
C02760,2024-07-01,2024-07-17,Water,East,Roads Dept,Low,4,16
C02761,2024-04-22,2024-04-30,Water,South,Safety Dept,Low,5,8
C02762,2024-07-01,2024-07-05,Safety,Central,Electric Dept,Medium,4,4
C02763,2024-05-25,2024-06-23,Traffic,North,Traffic Dept,Low,2,29
C02764,2024-11-14,2024-11-24,Garbage,Central,Roads Dept,Low,4,10
C02765,2024-04-25,2024-05-07,Road,West,Sanitation,Low,3,12
C02766,2024-04-22,2024-05-21,Road,North,Safety Dept,Low,3,29
C02767,2024-09-07,2024-09-21,Safety,West,Safety Dept,Medium,1,14
C02768,2024-09-07,2024-09-23,Water,South,Water Dept,Medium,4,16
C02769,2024-10-29,2024-11-20,Safety,East,Safety Dept,High,4,22
C02770,2024-11-08,2024-11-26,Water,Central,Safety Dept,Low,2,18
C02771,2024-04-27,2024-05-18,Traffic,West,Sanitation,Low,1,21
C02772,2024-10-27,2024-11-18,Lights,South,Traffic Dept,Medium,1,22
C02773,2024-06-09,2024-06-30,Garbage,Central,Drainage Dept,Medium,4,21
C02774,2024-07-16,2024-07-28,Drainage,Central,Roads Dept,Low,5,12
C02775,2024-09-16,2024-10-04,Lights,West,Sanitation,Medium,4,18
C02776,2024-05-27,2024-06-03,Lights,South,Roads Dept,Medium,4,7
C02777,2024-08-27,2024-09-16,Water,East,Electric Dept,Low,4,20
C02778,2024-02-16,2024-03-11,Water,West,Water Dept,Medium,3,24
C02779,2024-07-16,2024-08-08,Water,Central,Traffic Dept,Low,1,23
C02780,2024-02-16,2024-02-23,Lights,Central,Sanitation,High,3,7
C02781,2024-03-18,2024-03-27,Safety,North,Water Dept,Medium,5,9
C02782,2024-05-03,2024-05-04,Garbage,South,Safety Dept,Low,2,1
C02783,2024-03-15,2024-04-10,Safety,North,Traffic Dept,Low,5,26
C02784,2024-12-24,2024-12-30,Water,East,Traffic Dept,High,1,6
C02785,2024-05-16,2024-05-22,Road,West,Drainage Dept,Medium,2,6
C02786,2024-03-30,2024-04-21,Safety,Central,Electric Dept,Low,5,22
C02787,2024-11-20,2024-12-19,Garbage,South,Drainage Dept,Medium,1,29
C02788,2024-03-01,2024-03-13,Road,Central,Drainage Dept,Medium,5,12
C02789,2024-05-17,2024-06-08,Garbage,North,Roads Dept,Low,2,22
C02790,2024-02-19,2024-03-02,Water,North,Roads Dept,Low,2,12
C02791,2024-09-15,2024-09-25,Safety,West,Safety Dept,Medium,5,10
C02792,2024-04-16,2024-05-09,Drainage,South,Water Dept,Low,3,23
C02793,2024-04-22,2024-05-18,Traffic,South,Electric Dept,Low,5,26
C02794,2024-12-15,2024-12-21,Water,West,Traffic Dept,Medium,5,6
C02795,2024-09-10,2024-09-27,Lights,North,Safety Dept,Low,5,17
C02796,2024-04-27,2024-05-16,Drainage,North,Electric Dept,Low,3,19
C02797,2024-07-16,2024-08-03,Lights,North,Electric Dept,Low,4,18
C02798,2024-12-02,2024-12-08,Garbage,Central,Water Dept,Medium,2,6
C02799,2024-12-30,2025-01-23,Lights,East,Roads Dept,Medium,1,24
C02800,2024-02-20,2024-03-10,Drainage,North,Electric Dept,Medium,2,19
C02801,2024-09-01,2024-09-11,Drainage,East,Electric Dept,Low,2,10
C02802,2024-02-04,2024-02-28,Water,East,Electric Dept,Medium,4,24
C02803,2024-10-28,2024-11-05,Road,South,Sanitation,High,2,8
C02804,2024-03-09,2024-03-30,Water,West,Electric Dept,Low,2,21
C02805,2024-12-14,2025-01-07,Garbage,Central,Electric Dept,Low,3,24
C02806,2024-11-15,2024-11-21,Lights,East,Traffic Dept,Medium,3,6
C02807,2024-02-18,2024-03-10,Road,Central,Drainage Dept,Low,3,21
C02808,2024-03-14,2024-04-08,Safety,South,Sanitation,Low,3,25
C02809,2024-07-10,2024-07-17,Traffic,North,Electric Dept,Low,3,7
C02810,2024-09-17,2024-10-11,Drainage,East,Drainage Dept,Low,1,24
C02811,2024-12-21,2024-12-22,Road,West,Electric Dept,Low,4,1
C02812,2024-03-10,2024-04-06,Safety,South,Water Dept,Low,5,27
C02813,2024-03-30,2024-04-17,Road,Central,Water Dept,High,3,18
C02814,2024-09-16,2024-10-10,Water,North,Drainage Dept,Medium,4,24
C02815,2024-05-05,2024-06-02,Safety,Central,Sanitation,Medium,5,28
C02816,2024-08-18,2024-09-12,Traffic,West,Traffic Dept,Low,2,25
C02817,2024-10-21,2024-11-10,Drainage,East,Sanitation,Medium,2,20
C02818,2024-05-08,2024-05-20,Garbage,West,Sanitation,Low,4,12
C02819,2024-10-06,2024-10-22,Garbage,Central,Water Dept,Medium,1,16
C02820,2024-11-08,2024-11-18,Road,Central,Water Dept,High,1,10
C02821,2024-04-09,2024-05-06,Safety,West,Traffic Dept,Medium,4,27
C02822,2024-11-21,2024-12-01,Road,West,Safety Dept,Low,1,10
C02823,2024-10-23,2024-11-06,Lights,West,Safety Dept,Medium,1,14
C02824,2024-06-30,2024-07-25,Traffic,North,Safety Dept,Low,2,25
C02825,2024-06-22,2024-07-12,Drainage,Central,Electric Dept,Low,1,20
C02826,2024-11-11,2024-11-21,Road,South,Traffic Dept,Low,1,10
C02827,2024-12-29,2025-01-08,Lights,North,Electric Dept,High,4,10
C02828,2024-07-06,2024-08-01,Safety,North,Drainage Dept,Low,1,26
C02829,2024-02-26,2024-03-22,Traffic,North,Drainage Dept,High,3,25
C02830,2024-01-31,2024-02-11,Drainage,South,Roads Dept,Low,3,11
C02831,2024-03-24,2024-04-16,Garbage,West,Safety Dept,Low,4,23
C02832,2024-05-31,2024-06-02,Lights,Central,Water Dept,Medium,3,2
C02833,2024-02-05,2024-03-01,Safety,East,Roads Dept,Low,2,25
C02834,2024-07-31,2024-08-20,Traffic,East,Roads Dept,Medium,4,20
C02835,2024-12-29,2025-01-06,Lights,Central,Water Dept,Medium,1,8
C02836,2024-04-15,2024-05-08,Road,South,Roads Dept,Medium,3,23
C02837,2024-12-07,2025-01-05,Water,East,Safety Dept,Medium,2,29
C02838,2024-08-07,2024-08-14,Garbage,North,Sanitation,Low,4,7
C02839,2024-06-11,2024-06-19,Road,East,Electric Dept,Low,4,8
C02840,2024-08-07,2024-08-08,Road,Central,Safety Dept,Low,1,1
C02841,2024-09-26,2024-10-17,Safety,North,Traffic Dept,Low,5,21
C02842,2024-04-29,2024-05-01,Safety,East,Water Dept,High,3,2
C02843,2024-12-01,2024-12-19,Traffic,Central,Sanitation,Medium,2,18
C02844,2024-06-30,2024-07-15,Safety,South,Drainage Dept,Medium,4,15
C02845,2024-04-15,2024-04-16,Lights,Central,Traffic Dept,Medium,3,1
C02846,2024-08-04,2024-08-09,Garbage,South,Traffic Dept,Low,2,5
C02847,2024-07-23,2024-07-25,Road,North,Traffic Dept,Medium,2,2
C02848,2024-03-10,2024-03-30,Traffic,Central,Roads Dept,Medium,4,20
C02849,2024-02-13,2024-02-16,Garbage,West,Roads Dept,Low,3,3
C02850,2024-11-24,2024-12-13,Safety,West,Roads Dept,High,2,19
C02851,2024-10-27,2024-11-14,Safety,West,Safety Dept,Medium,4,18
C02852,2024-08-15,2024-09-13,Lights,West,Roads Dept,Low,3,29
C02853,2024-07-02,2024-07-24,Safety,West,Sanitation,Medium,3,22
C02854,2024-04-16,2024-05-04,Road,South,Roads Dept,Low,4,18
C02855,2024-03-24,2024-04-07,Drainage,Central,Water Dept,Low,3,14
C02856,2024-12-03,2024-12-27,Road,North,Traffic Dept,Medium,5,24
C02857,2024-09-06,2024-09-14,Road,West,Sanitation,High,2,8
C02858,2024-12-28,2025-01-26,Safety,West,Drainage Dept,Medium,2,29
C02859,2024-01-21,2024-02-02,Garbage,North,Roads Dept,High,3,12
C02860,2024-07-14,2024-08-04,Safety,North,Drainage Dept,High,4,21
C02861,2024-06-26,2024-07-06,Garbage,West,Traffic Dept,High,1,10
C02862,2024-01-07,2024-01-30,Garbage,South,Sanitation,Low,3,23
C02863,2024-03-10,2024-03-30,Garbage,North,Traffic Dept,Low,1,20
C02864,2024-05-06,2024-05-23,Traffic,Central,Drainage Dept,Low,3,17
C02865,2024-06-08,2024-06-19,Water,Central,Safety Dept,Medium,1,11
C02866,2024-09-04,2024-09-06,Safety,South,Sanitation,High,3,2
C02867,2024-07-21,2024-08-16,Traffic,East,Electric Dept,Low,4,26
C02868,2024-05-27,2024-06-22,Road,South,Safety Dept,Medium,1,26
C02869,2024-05-22,2024-05-26,Traffic,West,Sanitation,Medium,5,4
C02870,2024-07-17,2024-07-18,Lights,East,Roads Dept,Low,4,1
C02871,2024-06-02,2024-06-17,Drainage,West,Drainage Dept,Low,3,15
C02872,2024-05-21,2024-06-03,Garbage,Central,Traffic Dept,Low,1,13
C02873,2024-11-08,2024-11-16,Safety,North,Traffic Dept,Low,2,8
C02874,2024-06-13,2024-07-08,Lights,West,Traffic Dept,Medium,4,25
C02875,2024-11-09,2024-11-13,Safety,Central,Water Dept,Low,1,4
C02876,2024-01-21,2024-01-31,Drainage,South,Water Dept,Medium,4,10
C02877,2024-03-22,2024-04-10,Lights,West,Roads Dept,Low,1,19
C02878,2024-03-09,2024-03-27,Safety,Central,Electric Dept,Medium,2,18
C02879,2024-05-10,2024-05-15,Road,North,Water Dept,Low,5,5
C02880,2024-03-27,2024-04-15,Garbage,West,Sanitation,High,2,19
C02881,2024-08-05,2024-08-31,Lights,Central,Safety Dept,Low,3,26
C02882,2024-10-31,2024-11-23,Road,West,Drainage Dept,High,4,23
C02883,2024-12-10,2025-01-06,Garbage,North,Roads Dept,Medium,5,27
C02884,2024-12-06,2024-12-28,Water,West,Safety Dept,Medium,4,22
C02885,2024-06-09,2024-06-25,Road,West,Electric Dept,Low,1,16
C02886,2024-06-26,2024-06-27,Traffic,Central,Safety Dept,Low,3,1
C02887,2024-04-26,2024-05-08,Safety,East,Sanitation,Low,3,12
C02888,2024-07-14,2024-08-07,Garbage,West,Traffic Dept,Low,4,24
C02889,2024-11-22,2024-11-24,Lights,East,Water Dept,High,3,2
C02890,2024-03-26,2024-04-16,Drainage,South,Sanitation,Low,4,21
C02891,2024-10-15,2024-11-09,Lights,West,Electric Dept,High,1,25
C02892,2024-03-21,2024-03-29,Traffic,East,Roads Dept,Medium,1,8
C02893,2024-05-31,2024-06-18,Safety,South,Safety Dept,Low,4,18
